,id,playlist,artist,explicit,name,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,time_signature
0pJPdSVti6cTM1Q6xYGmcf,0pJPdSVti6cTM1Q6xYGmcf,🌌🌃🏙🌆🌇,Calvin Harris,True,Faking It,2017-06-30,70,0.776,0.589,9,-4.543,0,0.115,0.319,0.0,0.0715,0.668,120.034,audio_features,spotify:track:0pJPdSVti6cTM1Q6xYGmcf,4
46ydq5g3k17iLJs3qMDvO6,46ydq5g3k17iLJs3qMDvO6,🌌🌃🏙🌆🌇,Astrid S,False,Hurts So Good,2016-05-20,66,0.675,0.609,7,-5.027,0,0.0586,0.084,0.0,0.0957,0.378,120.039,audio_features,spotify:track:46ydq5g3k17iLJs3qMDvO6,4
5GT8b1dFaOWFF5twsmSOYx,5GT8b1dFaOWFF5twsmSOYx,🌌🌃🏙🌆🌇,Nina Nesbitt,True,The Best You Had,2017-09-08,68,0.595,0.608,5,-5.303,0,0.0373,0.358,0.0,0.0843,0.452,60.878,audio_features,spotify:track:5GT8b1dFaOWFF5twsmSOYx,4
7MtFSqydPEcQwM8DUrRzYd,7MtFSqydPEcQwM8DUrRzYd,🌌🌃🏙🌆🌇,Superfruit,False,Deny U,2017-09-15,43,0.508,0.611,5,-4.519,0,0.22,0.3,0.0,0.118,0.492,100.642,audio_features,spotify:track:7MtFSqydPEcQwM8DUrRzYd,4
5qEr65NmL5Rptq3jliqz41,5qEr65NmL5Rptq3jliqz41,🌌🌃🏙🌆🌇,LÉON,False,For You,2017-03-03,50,0.414,0.662,2,-6.865,0,0.0697,0.262,2.97e-05,0.189,0.235,96.265,audio_features,spotify:track:5qEr65NmL5Rptq3jliqz41,4
1zHVZxX8p0OJ9Lkg4XNp4m,1zHVZxX8p0OJ9Lkg4XNp4m,🌌🌃🏙🌆🌇,Superfruit,False,Goodbye From Lonely,2017-09-15,47,0.756,0.663,8,-3.84,1,0.0334,0.439,0.0,0.371,0.332,117.004,audio_features,spotify:track:1zHVZxX8p0OJ9Lkg4XNp4m,4
6O3YFkyKCpBDb9uCrFohPf,6O3YFkyKCpBDb9uCrFohPf,🌌🌃🏙🌆🌇,Bishop Briggs,False,Dream,2017-10-13,31,0.589,0.668,9,-5.372,0,0.039,0.0916,0.0,0.342,0.316,78.447,audio_features,spotify:track:6O3YFkyKCpBDb9uCrFohPf,4
0wFmawqundY8rOn9sZUqA6,0wFmawqundY8rOn9sZUqA6,🌌🌃🏙🌆🌇,88rising,True,Midsummer Madness,2018-06-07,79,0.409,0.678,9,-7.731,1,0.0878,0.359,4.76e-06,0.167,0.168,89.968,audio_features,spotify:track:0wFmawqundY8rOn9sZUqA6,4
7boPPE857KEqCIHNwFkDop,7boPPE857KEqCIHNwFkDop,🌌🌃🏙🌆🌇,Sia,False,"Audio - with Sia, Diplo & Labrinth",2018-05-10,88,0.365,0.692,3,-4.586,0,0.0671,0.192,1.51e-06,0.0862,0.372,89.998,audio_features,spotify:track:7boPPE857KEqCIHNwFkDop,4
5clYhUpqYzy0Fdz3TdtZ3j,5clYhUpqYzy0Fdz3TdtZ3j,🌌🌃🏙🌆🌇,Kehlani,True,Escape,2017-01-27,65,0.562,0.688,4,-5.353,1,0.0794,0.0391,0.0,0.235,0.707,79.979,audio_features,spotify:track:5clYhUpqYzy0Fdz3TdtZ3j,4
7nZBRPj89rgeZ5eBLp2J7P,7nZBRPj89rgeZ5eBLp2J7P,🌌🌃🏙🌆🌇,Wrabel,False,11 Blocks,2016-06-24,67,0.553,0.711,0,-4.275,1,0.0378,0.0216,0.0,0.142,0.293,99.515,audio_features,spotify:track:7nZBRPj89rgeZ5eBLp2J7P,4
4c60yLpE5lXvICT0pyEaZ5,4c60yLpE5lXvICT0pyEaZ5,🌌🌃🏙🌆🌇,FKJ,False,Better Give U Up,2017-03-03,64,0.525,0.72,11,-6.916,0,0.169,0.176,0.00648,0.0769,0.483,91.708,audio_features,spotify:track:4c60yLpE5lXvICT0pyEaZ5,4
77dwRzKegOkVtlHajKnDCb,77dwRzKegOkVtlHajKnDCb,🌌🌃🏙🌆🌇,Nick Jonas,False,Find You,2017-09-14,74,0.64,0.728,6,-4.07,0,0.034,0.00111,0.0,0.084,0.282,125.966,audio_features,spotify:track:77dwRzKegOkVtlHajKnDCb,4
3KV9J5y3HDHKTOtjJtHwqi,3KV9J5y3HDHKTOtjJtHwqi,🌌🌃🏙🌆🌇,Troye Sivan,True,LOST BOY,2015-12-04,53,0.554,0.89,11,-5.121,1,0.0502,0.0437,2.59e-05,0.209,0.453,106.007,audio_features,spotify:track:3KV9J5y3HDHKTOtjJtHwqi,4
0q6LuUqGLUiCPP1cbdwFs3,0q6LuUqGLUiCPP1cbdwFs3,🌌🌃🏙🌆🌇,Gorillaz,False,On Melancholy Hill,2010-03-03,74,0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,audio_features,spotify:track:0q6LuUqGLUiCPP1cbdwFs3,4
3hPY0WhFtGwJjhMc9qWqe9,3hPY0WhFtGwJjhMc9qWqe9,🌌🌃🏙🌆🌇,Ella Eyre,False,If I Go,2014-01-01,35,0.529,0.789,7,-4.132,0,0.0429,0.0134,0.0,0.152,0.551,147.941,audio_features,spotify:track:3hPY0WhFtGwJjhMc9qWqe9,4
5ZnJsoJGkQ5K15W7Rcr5JO,5ZnJsoJGkQ5K15W7Rcr5JO,🌌🌃🏙🌆🌇,Little Mix,False,No More Sad Songs,2017-03-03,15,0.709,0.782,7,-3.526,0,0.0469,0.0771,4.71e-06,0.302,0.728,102.032,audio_features,spotify:track:5ZnJsoJGkQ5K15W7Rcr5JO,4
7fxiVqfRHxo6L3Ijmm4FfH,7fxiVqfRHxo6L3Ijmm4FfH,🌌🌃🏙🌆🌇,Roosevelt,False,Fever,2016-08-19,52,0.589,0.778,0,-6.317,1,0.0285,0.03,0.00501,0.0833,0.637,113.965,audio_features,spotify:track:7fxiVqfRHxo6L3Ijmm4FfH,4
40QQZP6LVXUP5h79Q5Yvke,40QQZP6LVXUP5h79Q5Yvke,🌌🌃🏙🌆🌇,The 1975,True,Give Yourself A Try,2018-05-31,68,0.331,0.784,11,-5.002,1,0.0561,3.12e-05,0.0,0.427,0.902,182.964,audio_features,spotify:track:40QQZP6LVXUP5h79Q5Yvke,4
4UrD78QcaCHHrATHT7M5cH,4UrD78QcaCHHrATHT7M5cH,🌌🌃🏙🌆🌇,NIKI,False,Vintage,2018-05-02,56,0.773,0.809,2,-7.112,1,0.0645,0.00947,0.00163,0.354,0.407,105.017,audio_features,spotify:track:4UrD78QcaCHHrATHT7M5cH,4
3reay7NBijCy7n8xVLpDL8,3reay7NBijCy7n8xVLpDL8,🌌🌃🏙🌆🌇,Smallpools,False,Passenger Side,2017-07-21,61,0.585,0.801,11,-5.406,0,0.0995,0.00601,8.2e-05,0.0865,0.283,101.987,audio_features,spotify:track:3reay7NBijCy7n8xVLpDL8,4
1XfW8CuHYq0PYNImGpo3MT,1XfW8CuHYq0PYNImGpo3MT,🌌🌃🏙🌆🌇,SoCal VoCals,False,Pure Imagination,2018-06-27,28,0.289,0.194,5,-9.826,1,0.0323,0.591,0.0,0.115,0.128,141.392,audio_features,spotify:track:1XfW8CuHYq0PYNImGpo3MT,3
5VpsxduuEJCRRewdqPNRjw,5VpsxduuEJCRRewdqPNRjw,🌌🌃🏙🌆🌇,Grace Carter,False,Silence,2017-09-29,49,0.544,0.592,10,-7.875,1,0.109,0.66,0.0,0.0863,0.283,172.065,audio_features,spotify:track:5VpsxduuEJCRRewdqPNRjw,4
373q2bp4ZvyJ9kFZcpJSMs,373q2bp4ZvyJ9kFZcpJSMs,🌌🌃🏙🌆🌇,Lauv,False,Breathe,2018-05-31,66,0.32,0.393,4,-8.08,1,0.039,0.728,0.0,0.341,0.193,136.746,audio_features,spotify:track:373q2bp4ZvyJ9kFZcpJSMs,4
